price_change,volume,volatility,pump
-0.05198014810031921,72.89135613044621,0.04427422198455608,0
-0.002931978772722851,113.0585342989406,0.013263196302961263,0
0.12888132707735164,288.53240492457735,0.018189468074003113,1
0.08850439580918561,256.95231783026674,0.02401939210278846,1
0.01236438392267532,19.838203990747658,0.004193236616214863,0
-0.05637159490009174,81.13399519977689,0.033293755115586264,0
-0.007262638061960347,58.658249400606095,0.032815191038003545,0
0.10979581841733771,228.5698816520185,0.012003575632751139,1
-0.005941109786399414,92.35068044659337,0.024168379001078568,0
0.006696529575462801,30.973875482734798,0.020185203643283692,0
0.07828477936983183,181.41990775936986,0.03393107986191003,1
-0.03458515253080792,47.161691212156676,0.004603839574451728,0
-0.00895456765048606,100.8731894734955,0.03674120546913032,0
0.044592314328176,106.39040211499461,0.021198301028493925,0
0.03587272169930342,103.06190434185118,0.02527792648673476,0
-0.025592448160253342,67.6708162584911,0.021146153752035525,0
0.019159825084354744,114.16176965206631,0.03145402153741539,0
-0.04561651337504554,89.28857719383238,0.027636652452874753,0
0.01828603903884071,100.37036619555008,0.0048114073543016,0
-0.04284340760465742,106.57781415951294,0.012959224954808366,0
0.02815582574660962,98.46860629300177,0.01828080067429897,0
0.03448121523027992,64.9599303068295,0.028085321749600132,0
-0.017690911759644348,133.41478581786993,0.021940981307078045,0
-0.07415926783161696,93.54186390553268,0.02360654749330416,0
0.08075221208895994,183.39531949788972,0.011510533089720781,1
-0.04343212360314031,145.79337871843933,0.01283259508875129,0
0.030602770876441913,105.02237310149688,0.010553851453975568,0
0.1309902609250424,221.05866922851237,0.002791300937991646,1
0.016119332245282503,83.08634756312094,0.04494179039685703,0
-0.07898838123392393,173.9103847029914,0.023834247090052173,0
0.08615781389831967,228.76632661464794,0.03612786723175378,1
0.002459483336115607,112.77167395073593,0.022139531182746912,0
-0.011769448046057486,84.21988621570677,0.023113412789150706,0
0.03222612747754863,97.396721299909,0.015434016995611241,0
0.11612284093071784,227.53898246400195,0.027878221262324657,1
0.009114500663268472,85.15727617570255,0.03002510877902737,0
-0.046878220294735894,125.17412723261047,0.03371758939923046,0
0.00788234624048536,127.78723095450943,0.014928661134040523,0
-0.003771665608655823,125.3853689190855,0.02640115504393984,0
-0.012462103136253936,135.1963539674718,0.007071654084699406,0
0.02798980046435994,189.24441030536317,0.008986072320609948,0
-0.038987617576716434,146.91246174097682,0.024054052971357064,0
0.0009409447098711276,187.30323445734746,0.02792427025098566,0
0.09134512003955102,106.53616357695799,0.016668178616494434,0
-0.021362796079281425,143.4506024619045,0.007221833770610468,0
-0.0058770426496301,61.35885242717526,0.03871058010250843,0
-0.0003111370803383369,90.13695282438815,0.021834996181272978,0
0.055977172733421725,275.2587123452721,0.007534519571405702,1
0.035050247179929044,122.93290936093598,0.02666549280891558,0
0.026508811816045773,82.77480104679337,0.00936002872878185,0
0.0012694558768787413,133.6091331058713,0.01892527749486362,0
-0.00030835425114288405,154.28496704057466,0.015894279407016938,0
-0.047521508652534176,124.04138505176297,0.016935500101073104,0
-0.037722616297842626,87.1563524460362,0.03009424733048218,0
0.046157482927542424,53.175781464711314,0.026926840291469085,0
0.023011502657184085,122.75630900029259,0.014791748743455534,0
-0.032067995791970595,106.36583863965676,0.039737767244348576,0
-0.020876615318762625,61.95043107304328,0.013851270086586813,0
-0.004694144388084724,73.19268591436474,0.007359945397596986,0
0.007397658541367043,175.86978130156825,0.004488749301395813,0
0.06911174764099279,270.9799846950285,0.030169737148048284,1
-0.03639497568754944,81.67204381432462,0.03003591190550938,0
-0.01161130600132989,45.617611913389595,0.039680014761795945,0
0.034125845075102856,75.57063434174515,0.015559343291068487,0
-0.07489042709738082,136.3452350481212,0.01361795798848205,0
-0.04453845516125765,92.80479998284527,0.026331592208275537,0
-0.040424710941513405,129.53607160125833,0.02088907193464765,0
0.00962815565154419,71.22940489274694,0.0007312510126119519,0
-0.01149526396437714,106.86499369927765,0.02744939295055083,0
-0.018223015428017554,58.91878143669118,0.007660384943076481,0
0.10029646658987856,168.06565877865924,0.039938275636518,1
-0.04508987519331232,76.14233487867793,0.027136219703338127,0
-0.016368846633706666,131.71835232093972,0.023579500345427228,0
-0.016934559352391076,73.49618681028863,0.0072836253492238965,0
0.046919322941842964,131.0506471073185,0.025040705731387926,0
0.11987455300859286,160.6626245466931,0.021903582796612933,1
0.019051925166777475,105.19361771788918,0.03130579918009582,0
-0.046358084463310203,60.60900882092496,0.021946125816969385,0
0.030243394354915316,125.4782674349971,0.013120723860805249,0
0.1262817242917612,180.58668608393506,0.02318670540645563,1
0.02552003406965314,60.71007505332561,0.016996418022246478,0
0.008398079217769135,134.04923286617608,0.017262250193169928,0
-0.04849255748822742,104.24410027297104,0.03035085930547088,0
0.027486266928832978,97.31512737297614,0.010751518469014495,0
-0.03164496488215402,52.7644695392091,0.019005624602303255,0
0.10096339524411393,238.1255007834219,0.0059488489172153085,1
0.009362455492566875,56.00292240832638,0.018976180760731653,0
-0.03894254890339584,67.17723942077251,0.015600201439763964,0
0.020722847030582248,175.50409032948875,0.01905030684752036,0
-0.0047318360833409935,72.82085072843421,0.01495439272066354,0
0.019823157029037395,122.88127851159223,0.01771831671774099,0
0.03593211312432195,109.54962491555189,0.01844471087355253,0
0.135802312606363,175.43032390453337,0.025955534310208306,1
0.02336765740153752,139.25663584135035,0.012653575392690197,0
0.030414475640627797,93.32234467504685,0.006130025520555573,0
0.11005934357645725,163.9298803252662,0.028181013697812493,1
-0.02968267557789262,128.509624185569,0.029837977830774375,0
0.02274345593722721,147.3283884009957,0.016571732967590375,0
0.024267089821972048,60.27387107928112,0.008830120654819265,0
0.01467887619870558,54.75043437252254,0.01676676588217702,0
0.04507776625088156,86.83767872281321,0.013041017049761676,0
0.006487012748193924,57.067656572815736,0.027563762739221405,0
-0.016904614022988613,45.259222100451346,0.0035022601908455755,0
-0.005843742132009931,155.40209122718034,0.02361798652937271,0
0.004946588718852136,159.23069212373963,0.012957664549723556,0
0.11520316189580401,275.2785102407377,0.04312147576829724,1
0.056736299424864516,162.2645494948996,0.01908469243556764,1
-0.04862011236263787,107.34050490638552,0.009781831147084663,0
0.1192757884949646,236.85197004403773,0.02238288969628265,1
0.0015883308881712948,59.85878469484658,-0.003272685787033259,0
0.10896219778701183,169.92774371845115,0.026861651673733417,1
0.04487108279968617,91.80417353195146,0.018748239593029074,0
